[2022-02-23 10:00:46,999] multiqc                                            [DEBUG  ]  This is MultiQC v1.12
[2022-02-23 10:00:49,108] multiqc                                            [DEBUG  ]  File ignored by rseqc/read_distribution because it exceeded search pattern filesize limit: ERR4859156_1_fastqc.html
[2022-02-23 10:00:49,108] multiqc                                            [DEBUG  ]  File ignored by rseqc/infer_experiment because it exceeded search pattern filesize limit: ERR4859156_1_fastqc.html
[2022-02-23 10:00:49,184] multiqc                                            [DEBUG  ]  File ignored by nanostat because it exceeded search pattern filesize limit: ERR4859156_1_fastqc.html
[2022-02-23 10:00:49,197] multiqc                                            [DEBUG  ]  File ignored by ccs/v4 because it exceeded search pattern filesize limit: ERR4859162_2_fastqc.html
[2022-02-23 10:00:49,198] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: ERR4859162_2_fastqc.html
[2022-02-23 10:00:49,198] multiqc                                            [DEBUG  ]  File ignored by lima/summary because it exceeded search pattern filesize limit: ERR4859162_2_fastqc.html
[2022-02-23 10:00:49,200] multiqc                                            [DEBUG  ]  File ignored by vep/vep_txt because it exceeded search pattern filesize limit: ERR4859162_2_fastqc.html
[2022-02-23 10:00:49,201] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: ERR4859162_2_fastqc.html
[2022-02-23 10:00:49,201] multiqc                                            [DEBUG  ]  File ignored by rockhopper because it exceeded search pattern filesize limit: ERR4859162_2_fastqc.html
[2022-02-23 10:00:49,201] multiqc                                            [DEBUG  ]  File ignored by rseqc/bam_stat because it exceeded search pattern filesize limit: ERR4859162_2_fastqc.html
[2022-02-23 10:00:49,201] multiqc                                            [DEBUG  ]  File ignored by rseqc/junction_annotation because it exceeded search pattern filesize limit: ERR4859162_2_fastqc.html
[2022-02-23 10:00:49,201] multiqc                                            [DEBUG  ]  File ignored by rseqc/read_distribution because it exceeded search pattern filesize limit: ERR4859162_2_fastqc.html
[2022-02-23 10:00:49,201] multiqc                                            [DEBUG  ]  File ignored by rseqc/infer_experiment because it exceeded search pattern filesize limit: ERR4859162_2_fastqc.html
[2022-02-23 10:00:49,271] multiqc                                            [DEBUG  ]  File ignored by nanostat because it exceeded search pattern filesize limit: ERR4859162_2_fastqc.html
[2022-02-23 10:00:49,289] multiqc                                            [DEBUG  ]  File ignored by ccs/v4 because it exceeded search pattern filesize limit: ERR4859161_1_fastqc.html
[2022-02-23 10:00:49,290] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: ERR4859161_1_fastqc.html
[2022-02-23 10:00:49,290] multiqc                                            [DEBUG  ]  File ignored by lima/summary because it exceeded search pattern filesize limit: ERR4859161_1_fastqc.html
[2022-02-23 10:00:49,292] multiqc                                            [DEBUG  ]  File ignored by vep/vep_txt because it exceeded search pattern filesize limit: ERR4859161_1_fastqc.html
[2022-02-23 10:00:49,292] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: ERR4859161_1_fastqc.html
[2022-02-23 10:00:49,292] multiqc                                            [DEBUG  ]  File ignored by rockhopper because it exceeded search pattern filesize limit: ERR4859161_1_fastqc.html
[2022-02-23 10:00:49,292] multiqc                                            [DEBUG  ]  File ignored by rseqc/bam_stat because it exceeded search pattern filesize limit: ERR4859161_1_fastqc.html
[2022-02-23 10:00:49,293] multiqc                                            [DEBUG  ]  File ignored by rseqc/junction_annotation because it exceeded search pattern filesize limit: ERR4859161_1_fastqc.html
[2022-02-23 10:00:49,293] multiqc                                            [DEBUG  ]  File ignored by rseqc/read_distribution because it exceeded search pattern filesize limit: ERR4859161_1_fastqc.html
[2022-02-23 10:00:49,293] multiqc                                            [DEBUG  ]  File ignored by rseqc/infer_experiment because it exceeded search pattern filesize limit: ERR4859161_1_fastqc.html
[2022-02-23 10:00:49,363] multiqc                                            [DEBUG  ]  File ignored by nanostat because it exceeded search pattern filesize limit: ERR4859161_1_fastqc.html
[2022-02-23 10:00:49,375] multiqc                                            [DEBUG  ]  File ignored by ccs/v4 because it exceeded search pattern filesize limit: ERR4859145_2_fastqc.html
[2022-02-23 10:00:49,376] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: ERR4859145_2_fastqc.html
[2022-02-23 10:00:49,377] multiqc                                            [DEBUG  ]  File ignored by lima/summary because it exceeded search pattern filesize limit: ERR4859145_2_fastqc.html
[2022-02-23 10:00:49,379] multiqc                                            [DEBUG  ]  File ignored by vep/vep_txt because it exceeded search pattern filesize limit: ERR4859145_2_fastqc.html
[2022-02-23 10:00:49,379] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: ERR4859145_2_fastqc.html
[2022-02-23 10:00:49,379] multiqc                                            [DEBUG  ]  File ignored by rockhopper because it exceeded search pattern filesize limit: ERR4859145_2_fastqc.html
[2022-02-23 10:00:49,379] multiqc                                            [DEBUG  ]  File ignored by rseqc/bam_stat because it exceeded search pattern filesize limit: ERR4859145_2_fastqc.html
[2022-02-23 10:00:49,379] multiqc                                            [DEBUG  ]  File ignored by rseqc/junction_annotation because it exceeded search pattern filesize limit: ERR4859145_2_fastqc.html
[2022-02-23 10:00:49,379] multiqc                                            [DEBUG  ]  File ignored by rseqc/read_distribution because it exceeded search pattern filesize limit: ERR4859145_2_fastqc.html
[2022-02-23 10:00:49,379] multiqc                                            [DEBUG  ]  File ignored by rseqc/infer_experiment because it exceeded search pattern filesize limit: ERR4859145_2_fastqc.html
[2022-02-23 10:00:49,470] multiqc                                            [DEBUG  ]  File ignored by nanostat because it exceeded search pattern filesize limit: ERR4859145_2_fastqc.html
[2022-02-23 10:00:49,482] multiqc                                            [DEBUG  ]  File ignored by ccs/v4 because it exceeded search pattern filesize limit: ERR4859154_2_fastqc.html
[2022-02-23 10:00:49,483] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: ERR4859154_2_fastqc.html
[2022-02-23 10:00:49,483] multiqc                                            [DEBUG  ]  File ignored by lima/summary because it exceeded search pattern filesize limit: ERR4859154_2_fastqc.html
[2022-02-23 10:00:49,485] multiqc                                            [DEBUG  ]  File ignored by vep/vep_txt because it exceeded search pattern filesize limit: ERR4859154_2_fastqc.html
[2022-02-23 10:00:49,485] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: ERR4859154_2_fastqc.html
[2022-02-23 10:00:49,485] multiqc                                            [DEBUG  ]  File ignored by rockhopper because it exceeded search pattern filesize limit: ERR4859154_2_fastqc.html
[2022-02-23 10:00:49,485] multiqc                                            [DEBUG  ]  File ignored by rseqc/bam_stat because it exceeded search pattern filesize limit: ERR4859154_2_fastqc.html
[2022-02-23 10:00:49,485] multiqc                                            [DEBUG  ]  File ignored by rseqc/junction_annotation because it exceeded search pattern filesize limit: ERR4859154_2_fastqc.html
[2022-02-23 10:00:49,485] multiqc                                            [DEBUG  ]  File ignored by rseqc/read_distribution because it exceeded search pattern filesize limit: ERR4859154_2_fastqc.html
[2022-02-23 10:00:49,485] multiqc                                            [DEBUG  ]  File ignored by rseqc/infer_experiment because it exceeded search pattern filesize limit: ERR4859154_2_fastqc.html
[2022-02-23 10:00:49,561] multiqc                                            [DEBUG  ]  File ignored by nanostat because it exceeded search pattern filesize limit: ERR4859154_2_fastqc.html
[2022-02-23 10:00:49,575] multiqc                                            [DEBUG  ]  File ignored by ccs/v4 because it exceeded search pattern filesize limit: ERR4859162_1_fastqc.html
[2022-02-23 10:00:49,576] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: ERR4859162_1_fastqc.html
[2022-02-23 10:00:49,576] multiqc                                            [DEBUG  ]  File ignored by lima/summary because it exceeded search pattern filesize limit: ERR4859162_1_fastqc.html
[2022-02-23 10:00:49,578] multiqc                                            [DEBUG  ]  File ignored by vep/vep_txt because it exceeded search pattern filesize limit: ERR4859162_1_fastqc.html
[2022-02-23 10:00:49,578] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: ERR4859162_1_fastqc.html
[2022-02-23 10:00:49,578] multiqc                                            [DEBUG  ]  File ignored by rockhopper because it exceeded search pattern filesize limit: ERR4859162_1_fastqc.html
[2022-02-23 10:00:49,578] multiqc                                            [DEBUG  ]  File ignored by rseqc/bam_stat because it exceeded search pattern filesize limit: ERR4859162_1_fastqc.html
[2022-02-23 10:00:49,578] multiqc                                            [DEBUG  ]  File ignored by rseqc/junction_annotation because it exceeded search pattern filesize limit: ERR4859162_1_fastqc.html
[2022-02-23 10:00:49,579] multiqc                                            [DEBUG  ]  File ignored by rseqc/read_distribution because it exceeded search pattern filesize limit: ERR4859162_1_fastqc.html
[2022-02-23 10:00:49,579] multiqc                                            [DEBUG  ]  File ignored by rseqc/infer_experiment because it exceeded search pattern filesize limit: ERR4859162_1_fastqc.html
[2022-02-23 10:00:49,653] multiqc                                            [DEBUG  ]  File ignored by nanostat because it exceeded search pattern filesize limit: ERR4859162_1_fastqc.html
[2022-02-23 10:00:49,664] multiqc                                            [DEBUG  ]  File ignored by ccs/v4 because it exceeded search pattern filesize limit: ERR4859142_2_fastqc.html
[2022-02-23 10:00:49,666] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: ERR4859142_2_fastqc.html
[2022-02-23 10:00:49,666] multiqc                                            [DEBUG  ]  File ignored by lima/summary because it exceeded search pattern filesize limit: ERR4859142_2_fastqc.html
[2022-02-23 10:00:49,668] multiqc                                            [DEBUG  ]  File ignored by vep/vep_txt because it exceeded search pattern filesize limit: ERR4859142_2_fastqc.html
[2022-02-23 10:00:49,668] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: ERR4859142_2_fastqc.html
[2022-02-23 10:00:49,668] multiqc                                            [DEBUG  ]  File ignored by rockhopper because it exceeded search pattern filesize limit: ERR4859142_2_fastqc.html
[2022-02-23 10:00:49,668] multiqc                                            [DEBUG  ]  File ignored by rseqc/bam_stat because it exceeded search pattern filesize limit: ERR4859142_2_fastqc.html
[2022-02-23 10:00:49,668] multiqc                                            [DEBUG  ]  File ignored by rseqc/junction_annotation because it exceeded search pattern filesize limit: ERR4859142_2_fastqc.html
[2022-02-23 10:00:49,668] multiqc                                            [DEBUG  ]  File ignored by rseqc/read_distribution because it exceeded search pattern filesize limit: ERR4859142_2_fastqc.html
[2022-02-23 10:00:49,668] multiqc                                            [DEBUG  ]  File ignored by rseqc/infer_experiment because it exceeded search pattern filesize limit: ERR4859142_2_fastqc.html
[2022-02-23 10:00:49,744] multiqc                                            [DEBUG  ]  File ignored by nanostat because it exceeded search pattern filesize limit: ERR4859142_2_fastqc.html
[2022-02-23 10:00:49,756] multiqc                                            [DEBUG  ]  File ignored by ccs/v4 because it exceeded search pattern filesize limit: ERR4859152_2_fastqc.html
[2022-02-23 10:00:49,757] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: ERR4859152_2_fastqc.html
[2022-02-23 10:00:49,757] multiqc                                            [DEBUG  ]  File ignored by lima/summary because it exceeded search pattern filesize limit: ERR4859152_2_fastqc.html
[2022-02-23 10:00:49,759] multiqc                                            [DEBUG  ]  File ignored by vep/vep_txt because it exceeded search pattern filesize limit: ERR4859152_2_fastqc.html
[2022-02-23 10:00:49,759] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: ERR4859152_2_fastqc.html
[2022-02-23 10:00:49,759] multiqc                                            [DEBUG  ]  File ignored by rockhopper because it exceeded search pattern filesize limit: ERR4859152_2_fastqc.html
[2022-02-23 10:00:49,759] multiqc                                            [DEBUG  ]  File ignored by rseqc/bam_stat because it exceeded search pattern filesize limit: ERR4859152_2_fastqc.html
[2022-02-23 10:00:49,759] multiqc                                            [DEBUG  ]  File ignored by rseqc/junction_annotation because it exceeded search pattern filesize limit: ERR4859152_2_fastqc.html
[2022-02-23 10:00:49,759] multiqc                                            [DEBUG  ]  File ignored by rseqc/read_distribution because it exceeded search pattern filesize limit: ERR4859152_2_fastqc.html
[2022-02-23 10:00:49,760] multiqc                                            [DEBUG  ]  File ignored by rseqc/infer_experiment because it exceeded search pattern filesize limit: ERR4859152_2_fastqc.html
[2022-02-23 10:00:49,835] multiqc                                            [DEBUG  ]  File ignored by nanostat because it exceeded search pattern filesize limit: ERR4859152_2_fastqc.html
[2022-02-23 10:00:49,846] multiqc                                            [DEBUG  ]  File ignored by ccs/v4 because it exceeded search pattern filesize limit: ERR4859157_1_fastqc.html
[2022-02-23 10:00:49,847] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: ERR4859157_1_fastqc.html
[2022-02-23 10:00:49,848] multiqc                                            [DEBUG  ]  File ignored by lima/summary because it exceeded search pattern filesize limit: ERR4859157_1_fastqc.html
[2022-02-23 10:00:49,850] multiqc                                            [DEBUG  ]  File ignored by vep/vep_txt because it exceeded search pattern filesize limit: ERR4859157_1_fastqc.html
[2022-02-23 10:00:49,850] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: ERR4859157_1_fastqc.html
[2022-02-23 10:00:49,850] multiqc                                            [DEBUG  ]  File ignored by rockhopper because it exceeded search pattern filesize limit: ERR4859157_1_fastqc.html
[2022-02-23 10:00:49,850] multiqc                                            [DEBUG  ]  File ignored by rseqc/bam_stat because it exceeded search pattern filesize limit: ERR4859157_1_fastqc.html
[2022-02-23 10:00:49,850] multiqc                                            [DEBUG  ]  File ignored by rseqc/junction_annotation because it exceeded search pattern filesize limit: ERR4859157_1_fastqc.html
[2022-02-23 10:00:49,850] multiqc                                            [DEBUG  ]  File ignored by rseqc/read_distribution because it exceeded search pattern filesize limit: ERR4859157_1_fastqc.html
[2022-02-23 10:00:49,850] multiqc                                            [DEBUG  ]  File ignored by rseqc/infer_experiment because it exceeded search pattern filesize limit: ERR4859157_1_fastqc.html
[2022-02-23 10:00:49,926] multiqc                                            [DEBUG  ]  File ignored by nanostat because it exceeded search pattern filesize limit: ERR4859157_1_fastqc.html
[2022-02-23 10:00:49,937] multiqc                                            [DEBUG  ]  File ignored by ccs/v4 because it exceeded search pattern filesize limit: ERR4859143_1_fastqc.html
[2022-02-23 10:00:49,938] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: ERR4859143_1_fastqc.html
[2022-02-23 10:00:49,939] multiqc                                            [DEBUG  ]  File ignored by lima/summary because it exceeded search pattern filesize limit: ERR4859143_1_fastqc.html
[2022-02-23 10:00:49,941] multiqc                                            [DEBUG  ]  File ignored by vep/vep_txt because it exceeded search pattern filesize limit: ERR4859143_1_fastqc.html
[2022-02-23 10:00:49,941] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: ERR4859143_1_fastqc.html
[2022-02-23 10:00:49,941] multiqc                                            [DEBUG  ]  File ignored by rockhopper because it exceeded search pattern filesize limit: ERR4859143_1_fastqc.html
[2022-02-23 10:00:49,941] multiqc                                            [DEBUG  ]  File ignored by rseqc/bam_stat because it exceeded search pattern filesize limit: ERR4859143_1_fastqc.html
[2022-02-23 10:00:49,941] multiqc                                            [DEBUG  ]  File ignored by rseqc/junction_annotation because it exceeded search pattern filesize limit: ERR4859143_1_fastqc.html
[2022-02-23 10:00:49,941] multiqc                                            [DEBUG  ]  File ignored by rseqc/read_distribution because it exceeded search pattern filesize limit: ERR4859143_1_fastqc.html
[2022-02-23 10:00:49,941] multiqc                                            [DEBUG  ]  File ignored by rseqc/infer_experiment because it exceeded search pattern filesize limit: ERR4859143_1_fastqc.html
[2022-02-23 10:00:50,014] multiqc                                            [DEBUG  ]  File ignored by nanostat because it exceeded search pattern filesize limit: ERR4859143_1_fastqc.html
[2022-02-23 10:00:50,030] multiqc                                            [DEBUG  ]  File ignored by ccs/v4 because it exceeded search pattern filesize limit: ERR4859149_1_fastqc.html
[2022-02-23 10:00:50,031] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: ERR4859149_1_fastqc.html
[2022-02-23 10:00:50,031] multiqc                                            [DEBUG  ]  File ignored by lima/summary because it exceeded search pattern filesize limit: ERR4859149_1_fastqc.html
[2022-02-23 10:00:50,033] multiqc                                            [DEBUG  ]  File ignored by vep/vep_txt because it exceeded search pattern filesize limit: ERR4859149_1_fastqc.html
[2022-02-23 10:00:50,033] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: ERR4859149_1_fastqc.html
[2022-02-23 10:00:50,033] multiqc                                            [DEBUG  ]  File ignored by rockhopper because it exceeded search pattern filesize limit: ERR4859149_1_fastqc.html
[2022-02-23 10:00:50,033] multiqc                                            [DEBUG  ]  File ignored by rseqc/bam_stat because it exceeded search pattern filesize limit: ERR4859149_1_fastqc.html
[2022-02-23 10:00:50,033] multiqc                                            [DEBUG  ]  File ignored by rseqc/junction_annotation because it exceeded search pattern filesize limit: ERR4859149_1_fastqc.html
[2022-02-23 10:00:50,033] multiqc                                            [DEBUG  ]  File ignored by rseqc/read_distribution because it exceeded search pattern filesize limit: ERR4859149_1_fastqc.html
[2022-02-23 10:00:50,033] multiqc                                            [DEBUG  ]  File ignored by rseqc/infer_experiment because it exceeded search pattern filesize limit: ERR4859149_1_fastqc.html
[2022-02-23 10:00:50,105] multiqc                                            [DEBUG  ]  File ignored by nanostat because it exceeded search pattern filesize limit: ERR4859149_1_fastqc.html
[2022-02-23 10:00:50,118] multiqc                                            [DEBUG  ]  File ignored by ccs/v4 because it exceeded search pattern filesize limit: ERR4859144_1_fastqc.html
[2022-02-23 10:00:50,119] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: ERR4859144_1_fastqc.html
[2022-02-23 10:00:50,120] multiqc                                            [DEBUG  ]  File ignored by lima/summary because it exceeded search pattern filesize limit: ERR4859144_1_fastqc.html
[2022-02-23 10:00:50,122] multiqc                                            [DEBUG  ]  File ignored by vep/vep_txt because it exceeded search pattern filesize limit: ERR4859144_1_fastqc.html
[2022-02-23 10:00:50,122] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: ERR4859144_1_fastqc.html
[2022-02-23 10:00:50,122] multiqc                                            [DEBUG  ]  File ignored by rockhopper because it exceeded search pattern filesize limit: ERR4859144_1_fastqc.html
[2022-02-23 10:00:50,122] multiqc                                            [DEBUG  ]  File ignored by rseqc/bam_stat because it exceeded search pattern filesize limit: ERR4859144_1_fastqc.html
[2022-02-23 10:00:50,122] multiqc                                            [DEBUG  ]  File ignored by rseqc/junction_annotation because it exceeded search pattern filesize limit: ERR4859144_1_fastqc.html
[2022-02-23 10:00:50,122] multiqc                                            [DEBUG  ]  File ignored by rseqc/read_distribution because it exceeded search pattern filesize limit: ERR4859144_1_fastqc.html
[2022-02-23 10:00:50,122] multiqc                                            [DEBUG  ]  File ignored by rseqc/infer_experiment because it exceeded search pattern filesize limit: ERR4859144_1_fastqc.html
[2022-02-23 10:00:50,197] multiqc                                            [DEBUG  ]  File ignored by nanostat because it exceeded search pattern filesize limit: ERR4859144_1_fastqc.html
[2022-02-23 10:00:50,208] multiqc                                            [DEBUG  ]  File ignored by ccs/v4 because it exceeded search pattern filesize limit: ERR4859160_2_fastqc.html
[2022-02-23 10:00:50,210] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: ERR4859160_2_fastqc.html
[2022-02-23 10:00:50,210] multiqc                                            [DEBUG  ]  File ignored by lima/summary because it exceeded search pattern filesize limit: ERR4859160_2_fastqc.html
[2022-02-23 10:00:50,212] multiqc                                            [DEBUG  ]  File ignored by vep/vep_txt because it exceeded search pattern filesize limit: ERR4859160_2_fastqc.html
[2022-02-23 10:00:50,212] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: ERR4859160_2_fastqc.html
[2022-02-23 10:00:50,212] multiqc                                            [DEBUG  ]  File ignored by rockhopper because it exceeded search pattern filesize limit: ERR4859160_2_fastqc.html
[2022-02-23 10:00:50,212] multiqc                                            [DEBUG  ]  File ignored by rseqc/bam_stat because it exceeded search pattern filesize limit: ERR4859160_2_fastqc.html
[2022-02-23 10:00:50,212] multiqc                                            [DEBUG  ]  File ignored by rseqc/junction_annotation because it exceeded search pattern filesize limit: ERR4859160_2_fastqc.html
[2022-02-23 10:00:50,212] multiqc                                            [DEBUG  ]  File ignored by rseqc/read_distribution because it exceeded search pattern filesize limit: ERR4859160_2_fastqc.html
[2022-02-23 10:00:50,212] multiqc                                            [DEBUG  ]  File ignored by rseqc/infer_experiment because it exceeded search pattern filesize limit: ERR4859160_2_fastqc.html
[2022-02-23 10:00:50,288] multiqc                                            [DEBUG  ]  File ignored by nanostat because it exceeded search pattern filesize limit: ERR4859160_2_fastqc.html
[2022-02-23 10:00:50,299] multiqc                                            [DEBUG  ]  File ignored by ccs/v4 because it exceeded search pattern filesize limit: ERR4859143_2_fastqc.html
[2022-02-23 10:00:50,300] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: ERR4859143_2_fastqc.html
[2022-02-23 10:00:50,300] multiqc                                            [DEBUG  ]  File ignored by lima/summary because it exceeded search pattern filesize limit: ERR4859143_2_fastqc.html
[2022-02-23 10:00:50,302] multiqc                                            [DEBUG  ]  File ignored by vep/vep_txt because it exceeded search pattern filesize limit: ERR4859143_2_fastqc.html
[2022-02-23 10:00:50,302] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: ERR4859143_2_fastqc.html
[2022-02-23 10:00:50,302] multiqc                                            [DEBUG  ]  File ignored by rockhopper because it exceeded search pattern filesize limit: ERR4859143_2_fastqc.html
[2022-02-23 10:00:50,302] multiqc                                            [DEBUG  ]  File ignored by rseqc/bam_stat because it exceeded search pattern filesize limit: ERR4859143_2_fastqc.html
[2022-02-23 10:00:50,302] multiqc                                            [DEBUG  ]  File ignored by rseqc/junction_annotation because it exceeded search pattern filesize limit: ERR4859143_2_fastqc.html
[2022-02-23 10:00:50,302] multiqc                                            [DEBUG  ]  File ignored by rseqc/read_distribution because it exceeded search pattern filesize limit: ERR4859143_2_fastqc.html
[2022-02-23 10:00:50,303] multiqc                                            [DEBUG  ]  File ignored by rseqc/infer_experiment because it exceeded search pattern filesize limit: ERR4859143_2_fastqc.html
[2022-02-23 10:00:50,381] multiqc                                            [DEBUG  ]  File ignored by nanostat because it exceeded search pattern filesize limit: ERR4859143_2_fastqc.html
[2022-02-23 10:00:50,394] multiqc                                            [DEBUG  ]  File ignored by ccs/v4 because it exceeded search pattern filesize limit: ERR4859159_1_fastqc.html
[2022-02-23 10:00:50,395] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: ERR4859159_1_fastqc.html
[2022-02-23 10:00:50,395] multiqc                                            [DEBUG  ]  File ignored by lima/summary because it exceeded search pattern filesize limit: ERR4859159_1_fastqc.html
[2022-02-23 10:00:50,397] multiqc                                            [DEBUG  ]  File ignored by vep/vep_txt because it exceeded search pattern filesize limit: ERR4859159_1_fastqc.html
[2022-02-23 10:00:50,397] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: ERR4859159_1_fastqc.html
[2022-02-23 10:00:50,397] multiqc                                            [DEBUG  ]  File ignored by rockhopper because it exceeded search pattern filesize limit: ERR4859159_1_fastqc.html
[2022-02-23 10:00:50,397] multiqc                                            [DEBUG  ]  File ignored by rseqc/bam_stat because it exceeded search pattern filesize limit: ERR4859159_1_fastqc.html
[2022-02-23 10:00:50,397] multiqc                                            [DEBUG  ]  File ignored by rseqc/junction_annotation because it exceeded search pattern filesize limit: ERR4859159_1_fastqc.html
[2022-02-23 10:00:50,397] multiqc                                            [DEBUG  ]  File ignored by rseqc/read_distribution because it exceeded search pattern filesize limit: ERR4859159_1_fastqc.html
[2022-02-23 10:00:50,397] multiqc                                            [DEBUG  ]  File ignored by rseqc/infer_experiment because it exceeded search pattern filesize limit: ERR4859159_1_fastqc.html
[2022-02-23 10:00:50,472] multiqc                                            [DEBUG  ]  File ignored by nanostat because it exceeded search pattern filesize limit: ERR4859159_1_fastqc.html
[2022-02-23 10:00:50,484] multiqc                                            [DEBUG  ]  File ignored by ccs/v4 because it exceeded search pattern filesize limit: ERR4859148_2_fastqc.html
[2022-02-23 10:00:50,485] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: ERR4859148_2_fastqc.html
[2022-02-23 10:00:50,485] multiqc                                            [DEBUG  ]  File ignored by lima/summary because it exceeded search pattern filesize limit: ERR4859148_2_fastqc.html
[2022-02-23 10:00:50,487] multiqc                                            [DEBUG  ]  File ignored by vep/vep_txt because it exceeded search pattern filesize limit: ERR4859148_2_fastqc.html
[2022-02-23 10:00:50,487] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: ERR4859148_2_fastqc.html
[2022-02-23 10:00:50,487] multiqc                                            [DEBUG  ]  File ignored by rockhopper because it exceeded search pattern filesize limit: ERR4859148_2_fastqc.html
[2022-02-23 10:00:50,487] multiqc                                            [DEBUG  ]  File ignored by rseqc/bam_stat because it exceeded search pattern filesize limit: ERR4859148_2_fastqc.html
[2022-02-23 10:00:50,487] multiqc                                            [DEBUG  ]  File ignored by rseqc/junction_annotation because it exceeded search pattern filesize limit: ERR4859148_2_fastqc.html
[2022-02-23 10:00:50,487] multiqc                                            [DEBUG  ]  File ignored by rseqc/read_distribution because it exceeded search pattern filesize limit: ERR4859148_2_fastqc.html
[2022-02-23 10:00:50,487] multiqc                                            [DEBUG  ]  File ignored by rseqc/infer_experiment because it exceeded search pattern filesize limit: ERR4859148_2_fastqc.html
[2022-02-23 10:00:50,563] multiqc                                            [DEBUG  ]  File ignored by nanostat because it exceeded search pattern filesize limit: ERR4859148_2_fastqc.html
[2022-02-23 10:00:50,574] multiqc                                            [DEBUG  ]  File ignored by ccs/v4 because it exceeded search pattern filesize limit: ERR4859147_2_fastqc.html
[2022-02-23 10:00:50,575] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: ERR4859147_2_fastqc.html
[2022-02-23 10:00:50,575] multiqc                                            [DEBUG  ]  File ignored by lima/summary because it exceeded search pattern filesize limit: ERR4859147_2_fastqc.html
[2022-02-23 10:00:50,577] multiqc                                            [DEBUG  ]  File ignored by vep/vep_txt because it exceeded search pattern filesize limit: ERR4859147_2_fastqc.html
[2022-02-23 10:00:50,578] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: ERR4859147_2_fastqc.html
[2022-02-23 10:00:50,578] multiqc                                            [DEBUG  ]  File ignored by rockhopper because it exceeded search pattern filesize limit: ERR4859147_2_fastqc.html
[2022-02-23 10:00:50,578] multiqc                                            [DEBUG  ]  File ignored by rseqc/bam_stat because it exceeded search pattern filesize limit: ERR4859147_2_fastqc.html
[2022-02-23 10:00:50,578] multiqc                                            [DEBUG  ]  File ignored by rseqc/junction_annotation because it exceeded search pattern filesize limit: ERR4859147_2_fastqc.html
[2022-02-23 10:00:50,578] multiqc                                            [DEBUG  ]  File ignored by rseqc/read_distribution because it exceeded search pattern filesize limit: ERR4859147_2_fastqc.html
[2022-02-23 10:00:50,578] multiqc                                            [DEBUG  ]  File ignored by rseqc/infer_experiment because it exceeded search pattern filesize limit: ERR4859147_2_fastqc.html
[2022-02-23 10:00:50,649] multiqc                                            [DEBUG  ]  File ignored by nanostat because it exceeded search pattern filesize limit: ERR4859147_2_fastqc.html
